sexe,prenom,nombre
2,Pierrine,951
2,Else,951
2,Malvina,938
2,Alfredine,935
2,Astrid,935
2,Sylvianne,934
2,Josselyne,930
2,Emmanuelle,927
2,Gina,926
2,Gervaise,919
2,Petronille,910
2,Clothilde,898
2,Noeline,867
2,Adelina,867
2,Herveline,858
2,Vivianne,858
2,Astride,857
2,Elina,853
2,Stella,851
2,Rina,848
2,Frida,845
2,Francisca,843
2,Marielle,842
2,Dina,842
2,Arsene,837
2,Conception,835
2,Nancy,830
2,Jannine,828
2,Theodora,828
2,Joséphine,820
2,Severine,815
2,Yolaine,814
2,Bruna,812
2,Alexina,808
2,Marie-Andrée,807
2,Donatienne,797
2,Ivonne,792
2,Gladys,791
2,Hilda,791
2,Geraldine,788
2,Margot,787
2,Marie-Thereze,782
2,Marie-Laure,780
2,Mathurine,777
2,Renelle,777
2,Anaise,774
2,Marie-Reine,773
2,Alexine,773
2,Robertine,759
2,Gilda,757
2,Corentine,750
2,Elyane,749
2,Annita,749
2,Moisette,748
2,Ariane,746
2,Marina,745
2,Zulma,745
2,Lisiane,741
2,Appoline,740
2,Dora,738
2,Pelagie,736
2,Hyacinthe,735
2,Clairette,734
2,Armance,733
2,Lisa,730
2,Nina,729
2,Sebastienne,722
2,Sylvanie,713
2,Elizabeth,713
2,Dominica,711
2,Laura,710
2,Sara,706
2,Scholastique,706
2,Pierre,704
2,Marie-Agnès,702
2,Fortunee,701
2,Ruth,692
2,Antonie,691
2,Berengere,689
2,Yannick,686
2,Mauricia,685
2,Cosette,681
2,Joffrette,676
2,Alexandra,676
2,Armantine,665
2,Marlise,657
2,Marie-Yvonne,653
2,Joceline,651
2,Rosita,651
2,Madelaine,646
2,Marie-Josephine,645
2,Linette,645
2,Xaviere,645
2,Pilar,645
2,Lorette,638
2,Corinne,635
2,Argentine,635
2,Sergine,631
2,Juliane,627
2,Bleuette,625
2,Heliane,619
2,Marlyse,614
2,Sainte,613
2,Leopoldine,604
2,Olivia,601
2,Daisy,601
2,Bernadine,598
2,Gratienne,594
2,Mina,591
2,Lidia,591
2,Raphaelle,587
2,Eudoxie,586
2,Liane,585
2,Leoncie,584
2,André,582
2,Modeste,578
2,Doria,575
2,Prudence,573
2,Diane,563
2,Joele,555
2,Reymonde,550
2,Janick,548
2,Erika,548
2,Alina,545
2,Murielle,544
2,Ghyslaine,544
2,Dolly,541
2,Amedee,538
2,Bronislawa,536
2,Faustine,534
2,Marie-Cécile,532
2,Ivette,532
2,Wladyslawa,530
2,Appolonie,530
2,Wladislawa,526
2,Alexia,526
2,Amanda,526
2,Marie-Elisabeth,524
2,Margaret,524
2,Elda,522
2,Vera,518
2,Irmine,516
2,Marine,515
2,Marie-Dominique,509
2,Anneliese,509
2,Marie-Chantal,508
2,Jeromine,507
2,Arthemise,504
2,Radegonde,501
2,Suzie,495
2,Raphaele,495
2,Jeanny,494
2,Augustina,494
2,Philiberte,494
2,Vitaline,492
2,Rufine,490
2,Cladie,483
2,Manuela,479
2,Casimira,477
2,Barbara,477
2,Pulcherie,477
2,Grégoire,475
2,Iris,474
2,Jehanne,472
2,Maguy,472
2,Thomassine,471
2,Vanda,470
2,Hilde,468
2,Theresia,468
2,Margueritte,467
2,Assomption,466
2,Heliette,464
2,Rosina,464
2,Incarnation,462
2,Yamina,462
2,Azeline,460
2,Ada,460
2,Marie-Catherine,456
2,Lucille,454
2,Anie,451
2,Elmire,450
2,Stephania,449
2,Toussine,449
2,Graziella,448
2,Marie-Henriette,447
2,Benjamine,445
2,Georges,444
2,Liselotte,444
2,Marie-Bernadette,442
2,Anicette,440
2,Any,438
2,Alma,436
2,Marie-Martine,432
2,Katia,431
2,Nicolette,430
2,Marie-Renée,428
2,Joanna,426
2,Marcella,426
2,Ferdinande,425
2,Mariannick,422
2,Wilhelmine,420
2,Susanne,420
2,Marie-Josèphe,419
2,Juliana,416
2,Maurice,412
2,Guillaumette,411
2,Camélia,411
2,Marie-Marguerite,411
2,Joseph,407
2,Fatima,407
2,Erica,406
2,Gracianne,406
2,Lucrece,403
2,Lucy,402
2,Zenaide,399
2,Lorraine,399
2,Rebecca,399
2,Gislhaine,392
2,Janie,391
2,Jeannick,391
2,Helyette,391
2,Leoncia,391
2,Guislaine,388
2,Elvina,386
2,Eugenia,385
2,Nicaise,384
2,Aglae,384
2,Ella,383
2,Cornelie,382
2,Alberta,381
2,Norma,381
2,Celie,379
2,Gratianne,375
2,Godeleine,374
2,Josefa,371
2,Jannick,371
2,Alicia,370
2,René,367
2,Jeannina,367
2,Amandine,366
2,George,365
2,Lilia,361
2,Ilda,360
2,Olivette,360
2,Léandre,360
2,Theodose,359
2,Sylvine,359
2,Nella,358
2,Lilly,358
2,Janny,357
2,Fleurine,355
2,Silviane,354
2,Marie-Joëlle,353
2,Hedwig,353
2,Noemi,352
2,Aniela,351
2,Helga,351
2,Aurelia,350
2,Monette,349
2,Bluette,344
2,Anasthasie,342
2,Odyle,340
2,Renelde,340
2,Elvira,340
2,Lily,339
2,Tatiana,339
2,Noellie,339
2,Maxime,339
2,Bertrande,337
2,Amelina,336
2,Diana,334
2,Firmine,331
2,Alixe,331
2,Jean,331
2,Ilse,330
2,Yvone,328
2,Suzel,324
2,Sonja,324
2,Oliva,323
2,Isaure,320
2,Czeslawa,320
2,Magdelaine,320
2,Gerardine,320
2,Gracie,319
2,Guylaine,319
2,Bathilde,316
2,Adelphine,316
2,Prisca,315
2,Marion,314
2,Annelise,313
2,Carole,312
2,Fideline,312
2,Nellie,311
2,Blaise,311
2,Claudy,310
2,Jackie,310
2,Jadwiga,306
2,Marie-Lise,305
2,Ignace,305
2,Maryannick,304
2,Apollonie,303
2,Maude,303
2,Gismonde,302
2,Natalie,301
2,Patrice,300
2,Aleth,300
2,Suzelle,300
2,Innocente,299
2,Seraphie,299
2,Linda,299
2,Christina,297
2,Elza,297
2,Marie-Angèle,296
2,Etienne,296
2,Florestine,295
2,Marianna,293
2,Leonore,293
2,Ludivine,292
2,Bertille,291
2,Damienne,291
2,Johanna,289
2,Uranie,286
2,Lazarine,286
2,Marylise,286
2,Estella,285
2,Myriame,284
2,Imelda,284
2,Vincent,283
2,Sophia,282
2,Stanislas,281
2,Zita,278
2,Janette,278
2,Celinie,277
2,Marie-Luce,277
2,Josephte,276
2,Ellen,275
2,Scholastie,274
2,Apolline,274
2,Ismerie,274
2,Aida,273
2,Florida,269
2,Aicha,266
2,Jeaninne,265
2,Rose-May,265
2,Lilli,264
2,Eline,263
2,Hilaire,263
2,Constantine,262
2,Antoine,261
2,Camilla,260
2,Ingrid,260
2,Adelia,259
2,Reine-Marie,258
2,Euphemie,258
2,Honoree,258
2,Alda,257
2,Mariane,257
2,Evelina,256
2,Yvonnette,254
2,Maite,253
2,Ketty,253
2,Theodorine,253
2,Guilaine,253
2,Luciane,252
2,Remonde,252
2,Réjane,251
2,Mafalda,250
2,Gysele,250
2,Irmgard,249
2,Katherine,247
2,Elena,247
2,Helyett,246
2,Marie-Josette,246
2,Ezilda,245
2,Carmele,244
2,Clorinde,243
2,Martina,243
2,Danny,243
2,Rosane,243
2,Carmelle,242
2,Juanita,242
2,Trinite,242
2,Juana,242
2,Francise,242
2,Mirella,241
2,Hortensia,241
2,Alba,241
2,Charlesia,240
2,Laetitia,240
2,Marie-Alice,238
2,Berthilde,237
2,Gyslaine,237
2,Anselme,235
2,Léna,235
2,Annie-France,234
2,Paquita,233
2,Florette,232
2,Marie-Lucie,232
2,Raimonde,232
2,Louisiane,231
2,Giovanna,231
2,Lucine,230
2,Ascension,229
2,Laurencie,229
2,Pia,228
2,Anette,227
2,Lili,227
2,Sabina,227
2,Mery,227
2,Theresine,227
2,Lola,226
2,Justina,226
2,Coralie,226
2,Halina,226
2,Modestine,225
2,Silvie,224
2,Casimir,223
2,Hildegard,223
2,Albina,223
2,Anik,223
2,Parfaite,222
2,Silvia,222
2,Denize,221
2,Gloria,220
2,Nelie,219
2,Hubertine,218
2,Virgina,218
2,Ema,218
2,Manon,217
2,Mona,216
2,Elie,216
2,Guillaumine,216
2,Gabriele,216
2,Christa,215
2,Roxane,214
2,Nicolas,214
2,Julianne,213
2,Etiennise,212
2,Candide,212
2,Letitia,211
2,Eliza,211
2,Carmela,210
2,Arcade,210
2,Paulina,209
2,Livia,208
2,Palmire,205
2,Stefania,205
2,Narcisse,205
2,Marie-Gabrielle,204
2,Marie-Aimée,204
2,Zofia,203
2,Mady,203
2,Yolanda,203
2,Gislene,200
2,Teresa,200
2,Marie-Geneviève,200
2,Philippe,200
2,Emelia,199
2,Marie-Christiane,199
2,Myrtille,199
2,Jasmine,199
2,Anic,198
2,Annoncia,197
2,Gustavie,197
2,Marguerite-Marie,196
2,Valerine,196
2,Francesca,196
2,Leocadia,196
2,Aurora,195
2,Aima,193
2,Jannie,193
2,Marie-Marthe,193
2,Aude,192
2,Elyette,192
2,Gemma,191
2,Saturnine,191
2,Lolita,191
2,Conchita,190
2,Lilette,189
2,Calixte,189
2,Pervenche,188
2,Herta,188
2,Alliette,188
2,Eustache,187
2,Renette,186
2,Marie-Germaine,186
2,Emerance,186
2,Gérard,186
2,Ena,185
2,Rejeanne,185
2,Fortuna,184
2,Antonina,184
2,Lyne,183
2,Assunta,183
2,Domenica,183
2,Celiane,183
2,Genovefa,183
2,Rosemarie,182
2,Jeanette,182
2,Auguste,182
2,Fatma,182
2,Peroline,182
2,Marcienne,181
2,Aglaee,181
2,Lilian,180
2,Gatienne,180
2,Thomas,180
2,Danie,180
2,Amalia,180
2,Marc,180
2,Daniela,179
2,Gizelle,178
2,François,178
2,Suzane,178
2,Félix,178
2,Violetta,178
2,Marie-Magdeleine,177
2,Maurille,177
2,Floriane,177
2,Reinette,176
2,Franciska,176
2,Marivonne,176
2,Myrianne,176
2,Gishlaine,175
2,Marilene,175
2,Marie-Blanche,174
2,Christel,173
2,Flavienne,173
2,Josy,172
2,Emmeline,171
2,Engrace,171
2,Ingeborg,171
2,Eusebe,171
2,Hermence,170
2,Florina,170
2,Gerda,169
2,Marie-Noele,167
2,Alcidie,167
2,Elida,167
2,Inge,167
2,Gladie,167
2,Vivette,167
2,Cyriaque,167
2,Raphaela,166
2,Prosperine,166
2,Marie-Eugénie,166
2,Honorat,165
2,Lida,164
2,Fany,164
2,Manuelle,164
2,Philogone,164
2,Nonce,164
2,Barberine,164
2,Boniface,164
2,Maryline,164
2,Alyette,163
2,Ruffine,163
2,Pierrina,162
2,Lidie,162
2,Brunette,162
2,Rosario,162
